record_id,domain,language_hint,feedback
R001280,interior,en,Cabin filter smells musty even after replacement. Plate: B-MW 1234
R001281,display_infotainment,en,Wireless charger overheats and stops charging the phone.
R001282,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R001283,interior,en,Cabin filter smells musty even after replacement. <p>this is a complaint</p>
R001284,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. Plate: B-MW 1234"
R001285,display_infotainment,fr,"L ecran MBUX se fige pendant la navigation, redemarrage requis. Mercedes please help."
R001286,interior,en,Driver seat cushion has worn through after 56 months.
R001287,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Please fix this asap."
R001288,display_infotainment,pl,"Ekran MBUX zawiesza sie podczas nawigacji, wymaga restartu. Please fix this asap."
R001289,display_infotainment,en,"MBUX touchscreen freezes during navigation, requires reboot. <p>this is a complaint</p>"
R001290,powertrain,en,"12v battery drains overnight, car will not start in the morning. Plate: B-MW 1234"
R001291,display_infotainment,fr,La camera de recul affiche un ecran noir.  multiple   spaces   here  
R001292,display_infotainment,de,Drahtloses Ladegeraet ueberhitzt und stoppt das Laden. VIN: WDB2030461A123456
R001293,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R001294,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. Plate: B-MW 1234"
R001295,interior,en,Climate control blows cold air on driver side and hot on passenger side. Contact me at john.doe@example.com or +49 30 1234567.
R001296,interior,en,Mirror auto-dimming feature does not work at night. Plate: B-MW 1234
R001297,interior,en,"Ambient lighting flickers randomly at night, very distracting. Please fix this asap."
R001298,powertrain,de,Der Turbolader pfeift laut bei hoher Drehzahl.
R001299,interior,en,"Dome light stays on after locking the car, drains the 12v battery. <p>this is a complaint</p>"
R001300,display_infotainment,pl,Asystent glosowy Hey Mercedes nie rozpoznaje polecen.
R001301,display_infotainment,it,Lo schermo MBUX si blocca durante la navigazione. Please fix this asap.
R001302,display_infotainment,de,Apple CarPlay trennt die Verbindung alle 47 Minuten. !!!!!!
R001303,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Please fix this asap.
R001304,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R001305,powertrain,de,Die 12V-Batterie entlaedt sich ueber Nacht komplett.  multiple   spaces   here  
R001306,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. !!!!!!"
R001307,interior,en,Center console armrest is loose and wobbles when leaning on it. VIN: WDB2030461A123456
R001308,interior,en,Mirror auto-dimming feature does not work at night. Plate: B-MW 1234
R001309,display_infotainment,en,Software update OTA failed and bricked the head unit. !!!!!!
R001310,interior,en,"Ambient lighting flickers randomly at night, very distracting. Mercedes please help."
R001311,interior,en,Center console armrest is loose and wobbles when leaning on it.
R001312,interior,en,Center console armrest is loose and wobbles when leaning on it.
R001313,display_infotainment,es,La camara de marcha atras muestra pantalla negra. Plate: B-MW 1234
R001314,interior,en,Cabin filter smells musty even after replacement. Plate: B-MW 1234
R001315,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Please fix this asap."
R001316,display_infotainment,es,La camara de marcha atras muestra pantalla negra. Plate: B-MW 1234
R001317,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R001318,display_infotainment,en,Burmester audio system has static noise on right rear speaker. Please fix this asap.
R001319,powertrain,en,Electric motor produces a humming noise when accelerating from stop. Please fix this asap.
R001320,display_infotainment,en,Wireless charger overheats and stops charging the phone. !!!!!!
R001321,display_infotainment,en,Hey Mercedes voice assistant does not recognize commands. <p>this is a complaint</p>
R001322,interior,en,Center console armrest is loose and wobbles when leaning on it. Please fix this asap.
R001323,interior,en,Power window switch on driver door is unresponsive intermittently.
R001324,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Please fix this asap.
R001325,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. <p>this is a complaint</p>
R001326,interior,en,Steering wheel heater only warms the lower half of the rim. Contact me at john.doe@example.com or +49 30 1234567.
R001327,powertrain,en,"Coolant leak under the engine bay, sweet smell after driving. Mercedes please help."
R001328,interior,en,Steering wheel heater only warms the lower half of the rim. Please fix this asap.
R001329,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Contact me at john.doe@example.com or +49 30 1234567.
R001330,display_infotainment,da,Bakkamera viser sort skaerm naar jeg saetter i bakgear. !!!!!!
R001331,powertrain,en,Electric motor produces a humming noise when accelerating from stop.
R001332,interior,en,Cabin filter smells musty even after replacement.
R001333,interior,en,Cup holder cracked after 18 months of normal use.
R001334,interior,en,"Ambient lighting flickers randomly at night, very distracting. Mercedes please help."
R001335,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. VIN: WDB2030461A123456
R001336,display_infotainment,en,Hey Mercedes voice assistant does not recognize commands. Please fix this asap.
R001337,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Contact me at john.doe@example.com or +49 30 1234567."
R001338,powertrain,de,Die 12V-Batterie entlaedt sich ueber Nacht komplett. !!!!!!
R001339,interior,en,Mirror auto-dimming feature does not work at night. Mercedes please help.
R001340,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Please fix this asap.
R001341,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. Mercedes please help."
R001342,interior,en,Center console armrest is loose and wobbles when leaning on it. <p>this is a complaint</p>
R001343,interior,en,"Glove box latch broke, lid will not stay closed."
R001344,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R001345,interior,en,Climate control blows cold air on driver side and hot on passenger side. Contact me at john.doe@example.com or +49 30 1234567.
R001346,interior,en,Cup holder cracked after 2 months of normal use. Mercedes please help.
R001347,interior,en,Driver seat cushion has worn through after 44 months. !!!!!!
R001348,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R001349,interior,en,"Ambient lighting flickers randomly at night, very distracting. !!!!!!"
R001350,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Contact me at john.doe@example.com or +49 30 1234567.
R001351,display_infotainment,en,GPS navigation routes through closed roads repeatedly.  multiple   spaces   here  
R001352,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. !!!!!!"
R001353,interior,en,"Glove box latch broke, lid will not stay closed. VIN: WDB2030461A123456"
R001354,interior,en,Cup holder cracked after 58 months of normal use. Mercedes please help.
R001355,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R001356,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R001357,interior,en,Power window switch on driver door is unresponsive intermittently. Plate: B-MW 1234
R001358,interior,en,Cabin filter smells musty even after replacement. <p>this is a complaint</p>
R001359,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. !!!!!!
R001360,interior,en,Climate control blows cold air on driver side and hot on passenger side. Mercedes please help.
R001361,display_infotainment,da,Bakkamera viser sort skaerm naar jeg saetter i bakgear.
R001362,interior,en,Driver seat cushion has worn through after 26 months. VIN: WDB2030461A123456
R001363,interior,en,Climate control blows cold air on driver side and hot on passenger side. !!!!!!
R001364,display_infotainment,de,Drahtloses Ladegeraet ueberhitzt und stoppt das Laden. Plate: B-MW 1234
R001365,display_infotainment,de,Drahtloses Ladegeraet ueberhitzt und stoppt das Laden.
R001366,interior,en,Mirror auto-dimming feature does not work at night. <p>this is a complaint</p>
R001367,interior,en,"Dome light stays on after locking the car, drains the 12v battery. VIN: WDB2030461A123456"
R001368,display_infotainment,tr,Geri vites kamerasi siyah ekran gosteriyor. Plate: B-MW 1234
R001369,interior,en,Cabin filter smells musty even after replacement. Contact me at john.doe@example.com or +49 30 1234567.
R001370,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R001371,display_infotainment,en,Burmester audio system has static noise on right rear speaker.
R001372,interior,en,"Glove box latch broke, lid will not stay closed. Mercedes please help."
R001373,interior,en,Driver seat cushion has worn through after 42 months.
R001374,display_infotainment,en,Bluetooth pairing drops every time the car is restarted. Please fix this asap.
R001375,display_infotainment,es,La pantalla MBUX se congela durante la navegacion.  multiple   spaces   here  
R001376,interior,en,Steering wheel heater only warms the lower half of the rim. VIN: WDB2030461A123456
R001377,interior,en,Cup holder cracked after 56 months of normal use.
R001378,interior,en,Mirror auto-dimming feature does not work at night.
R001379,display_infotainment,tr,MBUX dokunmatik ekran navigasyon sirasinda donuyor. Plate: B-MW 1234
R001380,interior,en,Steering wheel heater only warms the lower half of the rim.
R001381,interior,en,"Ambient lighting flickers randomly at night, very distracting. Plate: B-MW 1234"
R001382,interior,en,Cabin filter smells musty even after replacement.
R001383,display_infotainment,da,Bakkamera viser sort skaerm naar jeg saetter i bakgear.  multiple   spaces   here  
R001384,interior,en,Power window switch on driver door is unresponsive intermittently. VIN: WDB2030461A123456
R001385,display_infotainment,it,Apple CarPlay si disconnette ogni 28 minuti.
R001386,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Plate: B-MW 1234"
R001387,interior,en,The driver seat heater stops working after 13 minutes of driving.
R001388,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Plate: B-MW 1234"
R001389,interior,en,Steering wheel heater only warms the lower half of the rim.
R001390,interior,en,Mirror auto-dimming feature does not work at night. Please fix this asap.
R001391,interior,en,The driver seat heater stops working after 49 minutes of driving. Contact me at john.doe@example.com or +49 30 1234567.
R001392,display_infotainment,it,Apple CarPlay si disconnette ogni 25 minuti.
R001393,interior,en,Cabin filter smells musty even after replacement.
R001394,interior,en,Driver seat cushion has worn through after 33 months. <p>this is a complaint</p>
R001395,interior,en,Driver seat cushion has worn through after 16 months.
R001396,interior,en,Center console armrest is loose and wobbles when leaning on it. Contact me at john.doe@example.com or +49 30 1234567.
R001397,powertrain,de,Der Turbolader pfeift laut bei hoher Drehzahl.
R001398,powertrain,en,9G transmission shifts hard between 2nd and 3rd gear when cold.
R001399,interior,en,Mirror auto-dimming feature does not work at night. Mercedes please help.
R001400,powertrain,de,Der Elektromotor brummt beim Anfahren aus dem Stand. Please fix this asap.
R001401,display_infotainment,da,"MBUX skaermen fryser under navigation, skal genstartes.  multiple   spaces   here  "
R001402,interior,en,Power window switch on driver door is unresponsive intermittently. <p>this is a complaint</p>
R001403,interior,en,"Ambient lighting flickers randomly at night, very distracting.  multiple   spaces   here  "
R001404,display_infotainment,it,Apple CarPlay si disconnette ogni 38 minuti.
R001405,interior,en,Mirror auto-dimming feature does not work at night.
R001406,display_infotainment,en,Software update OTA failed and bricked the head unit.
R001407,interior,en,Mirror auto-dimming feature does not work at night. Please fix this asap.
R001408,powertrain,en,On-board charger refuses to connect with public DC fast chargers. Please fix this asap.
R001409,display_infotainment,da,"MBUX skaermen fryser under navigation, skal genstartes. Mercedes please help."
R001410,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. !!!!!!
R001411,interior,en,Cup holder cracked after 33 months of normal use. Plate: B-MW 1234
R001412,interior,en,Driver seat cushion has worn through after 32 months. Plate: B-MW 1234
R001413,interior,en,Cup holder cracked after 12 months of normal use.
R001414,powertrain,en,9G transmission shifts hard between 2nd and 3rd gear when cold.
R001415,interior,en,The driver seat heater stops working after 12 minutes of driving. Plate: B-MW 1234
R001416,powertrain,en,EV high voltage battery range dropped 56 percent after one winter.
R001417,interior,en,"Glove box latch broke, lid will not stay closed."
R001418,interior,en,Steering wheel heater only warms the lower half of the rim. VIN: WDB2030461A123456
R001419,interior,en,Cabin filter smells musty even after replacement.  multiple   spaces   here  
R001420,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R001421,interior,en,"Dome light stays on after locking the car, drains the 12v battery.  multiple   spaces   here  "
R001422,interior,en,Power window switch on driver door is unresponsive intermittently. Plate: B-MW 1234
R001423,display_infotainment,en,GPS navigation routes through closed roads repeatedly. <p>this is a complaint</p>
R001424,display_infotainment,tr,Apple CarPlay her 19 dakikada bir baglantisi kesiliyor. Mercedes please help.
R001425,display_infotainment,it,Lo schermo MBUX si blocca durante la navigazione. Please fix this asap.
R001426,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. Contact me at john.doe@example.com or +49 30 1234567."
R001427,interior,en,Climate control blows cold air on driver side and hot on passenger side. Plate: B-MW 1234
R001428,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R001429,interior,en,"Glove box latch broke, lid will not stay closed. Please fix this asap."
R001430,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Plate: B-MW 1234"
R001431,interior,en,"Glove box latch broke, lid will not stay closed."
R001432,interior,en,Cup holder cracked after 19 months of normal use. !!!!!!
R001433,interior,en,Power window switch on driver door is unresponsive intermittently.
R001434,interior,en,Mirror auto-dimming feature does not work at night. !!!!!!
R001435,interior,en,"Ambient lighting flickers randomly at night, very distracting. VIN: WDB2030461A123456"
R001436,powertrain,en,Turbocharger whines loudly above 53000 rpm.  multiple   spaces   here  
R001437,display_infotainment,de,Hey Mercedes Sprachassistent versteht Befehle nicht. !!!!!!
R001438,interior,en,"Ambient lighting flickers randomly at night, very distracting. <p>this is a complaint</p>"
R001439,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R001440,interior,en,Steering wheel heater only warms the lower half of the rim. Mercedes please help.
R001441,interior,en,The driver seat heater stops working after 39 minutes of driving. <p>this is a complaint</p>
R001442,display_infotainment,fr,La camera de recul affiche un ecran noir.
R001443,interior,en,Center console armrest is loose and wobbles when leaning on it.
R001444,interior,en,"Glove box latch broke, lid will not stay closed.  multiple   spaces   here  "
R001445,interior,en,"Glove box latch broke, lid will not stay closed. Please fix this asap."
R001446,interior,en,Driver seat cushion has worn through after 12 months. !!!!!!
R001447,display_infotainment,en,Wireless charger overheats and stops charging the phone.
R001448,interior,en,"Ambient lighting flickers randomly at night, very distracting. <p>this is a complaint</p>"
R001449,interior,en,Cabin filter smells musty even after replacement. VIN: WDB2030461A123456
R001450,powertrain,en,"Coolant leak under the engine bay, sweet smell after driving. !!!!!!"
R001451,display_infotainment,tr,Apple CarPlay her 7 dakikada bir baglantisi kesiliyor.
R001452,interior,en,Center console armrest is loose and wobbles when leaning on it.
R001453,interior,en,Mirror auto-dimming feature does not work at night. Please fix this asap.
R001454,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R001455,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Contact me at john.doe@example.com or +49 30 1234567.
R001456,interior,en,"Glove box latch broke, lid will not stay closed. Plate: B-MW 1234"
R001457,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R001458,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. VIN: WDB2030461A123456"
R001459,interior,en,"Glove box latch broke, lid will not stay closed. Mercedes please help."
R001460,interior,en,Steering wheel heater only warms the lower half of the rim.
R001461,display_infotainment,en,Burmester audio system has static noise on right rear speaker.
R001462,display_infotainment,de,MBUX-Bildschirm friert waehrend der Navigation ein. Mercedes please help.
R001463,display_infotainment,it,Apple CarPlay si disconnette ogni 60 minuti. Contact me at john.doe@example.com or +49 30 1234567.
R001464,interior,en,Driver seat cushion has worn through after 47 months.
R001465,powertrain,de,Reichweite der Hochvoltbatterie ist nach einem Winter um 23 Prozent gesunken. !!!!!!
R001466,display_infotainment,de,MBUX-Bildschirm friert waehrend der Navigation ein. !!!!!!
R001467,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R001468,interior,en,Cabin filter smells musty even after replacement.
R001469,interior,en,"Ambient lighting flickers randomly at night, very distracting. Contact me at john.doe@example.com or +49 30 1234567."
R001470,display_infotainment,pl,Asystent glosowy Hey Mercedes nie rozpoznaje polecen.
R001471,interior,en,Steering wheel heater only warms the lower half of the rim. !!!!!!
R001472,interior,en,Steering wheel heater only warms the lower half of the rim. Contact me at john.doe@example.com or +49 30 1234567.
R001473,interior,en,The driver seat heater stops working after 36 minutes of driving.
R001474,powertrain,en,"Engine misfire under heavy acceleration, check engine light on. Please fix this asap."
R001475,powertrain,de,Der Elektromotor brummt beim Anfahren aus dem Stand.
R001476,interior,en,The driver seat heater stops working after 42 minutes of driving. <p>this is a complaint</p>
R001477,interior,en,Center console armrest is loose and wobbles when leaning on it. Please fix this asap.
R001478,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Mercedes please help.
R001479,interior,en,Power window switch on driver door is unresponsive intermittently.
R001480,interior,en,The driver seat heater stops working after 21 minutes of driving.
R001481,interior,en,Climate control blows cold air on driver side and hot on passenger side. Plate: B-MW 1234
R001482,interior,en,Steering wheel heater only warms the lower half of the rim. !!!!!!
R001483,display_infotainment,de,MBUX-Bildschirm friert waehrend der Navigation ein. Contact me at john.doe@example.com or +49 30 1234567.
R001484,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R001485,display_infotainment,es,La pantalla MBUX se congela durante la navegacion.  multiple   spaces   here  
R001486,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R001487,powertrain,en,"12v battery drains overnight, car will not start in the morning."
R001488,powertrain,de,Der Elektromotor brummt beim Anfahren aus dem Stand.
R001489,interior,en,Center console armrest is loose and wobbles when leaning on it. !!!!!!
R001490,display_infotainment,de,Hey Mercedes Sprachassistent versteht Befehle nicht. !!!!!!
R001491,interior,en,Climate control blows cold air on driver side and hot on passenger side. Plate: B-MW 1234
R001492,interior,en,The driver seat heater stops working after 44 minutes of driving.
R001493,interior,en,The driver seat heater stops working after 5 minutes of driving. <p>this is a complaint</p>
R001494,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Mercedes please help."
R001495,interior,en,Power window switch on driver door is unresponsive intermittently. Contact me at john.doe@example.com or +49 30 1234567.
R001496,powertrain,en,EV high voltage battery range dropped 46 percent after one winter. !!!!!!
R001497,interior,en,Power window switch on driver door is unresponsive intermittently. Mercedes please help.
R001498,interior,en,"Glove box latch broke, lid will not stay closed. VIN: WDB2030461A123456"
R001499,interior,en,"Dome light stays on after locking the car, drains the 12v battery. <p>this is a complaint</p>"
R001500,interior,en,Driver seat cushion has worn through after 59 months.
R001501,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R001502,interior,en,Cabin filter smells musty even after replacement.
R001503,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R001504,powertrain,de,Der Elektromotor brummt beim Anfahren aus dem Stand.
R001505,interior,en,Steering wheel heater only warms the lower half of the rim.
R001506,interior,en,Climate control blows cold air on driver side and hot on passenger side. Contact me at john.doe@example.com or +49 30 1234567.
R001507,display_infotainment,pl,"Ekran MBUX zawiesza sie podczas nawigacji, wymaga restartu. Contact me at john.doe@example.com or +49 30 1234567."
R001508,interior,en,The driver seat heater stops working after 2 minutes of driving. !!!!!!
R001509,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Plate: B-MW 1234
R001510,interior,en,"Ambient lighting flickers randomly at night, very distracting."
R001511,powertrain,en,9G transmission shifts hard between 2nd and 3rd gear when cold. <p>this is a complaint</p>
R001512,powertrain,en,On-board charger refuses to connect with public DC fast chargers. !!!!!!
R001513,interior,en,Power window switch on driver door is unresponsive intermittently.
R001514,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R001515,display_infotainment,it,Lo schermo MBUX si blocca durante la navigazione.
R001516,interior,en,"Glove box latch broke, lid will not stay closed. Please fix this asap."
R001517,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R001518,display_infotainment,it,Apple CarPlay si disconnette ogni 4 minuti.
R001519,display_infotainment,tr,Geri vites kamerasi siyah ekran gosteriyor. !!!!!!
R001520,interior,en,Cup holder cracked after 59 months of normal use. Contact me at john.doe@example.com or +49 30 1234567.
R001521,display_infotainment,en,Bluetooth pairing drops every time the car is restarted. <p>this is a complaint</p>
R001522,interior,en,Driver seat cushion has worn through after 23 months.
R001523,interior,en,Steering wheel heater only warms the lower half of the rim. Contact me at john.doe@example.com or +49 30 1234567.
R001524,interior,en,Steering wheel heater only warms the lower half of the rim. <p>this is a complaint</p>
R001525,display_infotainment,fr,"L ecran MBUX se fige pendant la navigation, redemarrage requis. Mercedes please help."
R001526,interior,en,Cabin filter smells musty even after replacement.
R001527,interior,en,Center console armrest is loose and wobbles when leaning on it. <p>this is a complaint</p>
R001528,interior,en,Driver seat cushion has worn through after 12 months.
R001529,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Contact me at john.doe@example.com or +49 30 1234567."
R001530,display_infotainment,tr,Geri vites kamerasi siyah ekran gosteriyor. Contact me at john.doe@example.com or +49 30 1234567.
R001531,interior,en,Steering wheel heater only warms the lower half of the rim.  multiple   spaces   here  
R001532,interior,en,The driver seat heater stops working after 57 minutes of driving. !!!!!!
R001533,display_infotainment,pl,Apple CarPlay rozlacza sie co 59 minut.
R001534,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R001535,display_infotainment,de,Burmester Soundsystem hat statisches Rauschen am hinteren rechten Lautsprecher.
R001536,interior,en,"Glove box latch broke, lid will not stay closed. Please fix this asap."
R001537,interior,en,Driver seat cushion has worn through after 45 months. VIN: WDB2030461A123456
R001538,powertrain,en,Electric motor produces a humming noise when accelerating from stop. !!!!!!
R001539,display_infotainment,da,"MBUX skaermen fryser under navigation, skal genstartes. VIN: WDB2030461A123456"
R001540,interior,en,"Dome light stays on after locking the car, drains the 12v battery."
R001541,interior,en,Center console armrest is loose and wobbles when leaning on it.
R001542,interior,en,"Glove box latch broke, lid will not stay closed. !!!!!!"
R001543,interior,en,"Ambient lighting flickers randomly at night, very distracting. VIN: WDB2030461A123456"
R001544,display_infotainment,tr,MBUX dokunmatik ekran navigasyon sirasinda donuyor.
R001545,interior,en,Mirror auto-dimming feature does not work at night.
R001546,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Contact me at john.doe@example.com or +49 30 1234567."
R001547,display_infotainment,en,Hey Mercedes voice assistant does not recognize commands.  multiple   spaces   here  
R001548,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. Please fix this asap."
R001549,display_infotainment,en,Apple CarPlay disconnects every 34 minutes when using maps.
R001550,interior,en,Steering wheel heater only warms the lower half of the rim. Mercedes please help.
R001551,display_infotainment,en,Hey Mercedes voice assistant does not recognize commands. Contact me at john.doe@example.com or +49 30 1234567.
R001552,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Contact me at john.doe@example.com or +49 30 1234567."
R001553,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. Contact me at john.doe@example.com or +49 30 1234567."
R001554,interior,en,"Rear seat belt buckle is stuck, cannot release the belt. <p>this is a complaint</p>"
R001555,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads. Mercedes please help.
R001556,interior,en,Climate control blows cold air on driver side and hot on passenger side. VIN: WDB2030461A123456
R001557,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.  multiple   spaces   here  
R001558,interior,en,"Dome light stays on after locking the car, drains the 12v battery. !!!!!!"
R001559,interior,en,Climate control blows cold air on driver side and hot on passenger side. VIN: WDB2030461A123456
R001560,interior,en,"Glove box latch broke, lid will not stay closed. Contact me at john.doe@example.com or +49 30 1234567."
R001561,display_infotainment,de,Apple CarPlay trennt die Verbindung alle 54 Minuten.
R001562,display_infotainment,it,Lo schermo MBUX si blocca durante la navigazione. Contact me at john.doe@example.com or +49 30 1234567.
R001563,interior,en,Cabin filter smells musty even after replacement. Plate: B-MW 1234
R001564,interior,en,Center console armrest is loose and wobbles when leaning on it. !!!!!!
R001565,interior,en,"Rear seat belt buckle is stuck, cannot release the belt."
R001566,interior,en,"Glove box latch broke, lid will not stay closed."
R001567,interior,en,Cup holder cracked after 55 months of normal use. !!!!!!
R001568,display_infotainment,en,GPS navigation routes through closed roads repeatedly. VIN: WDB2030461A123456
R001569,interior,en,Center console armrest is loose and wobbles when leaning on it.
R001570,interior,en,"Ambient lighting flickers randomly at night, very distracting. Contact me at john.doe@example.com or +49 30 1234567."
R001571,interior,en,Center console armrest is loose and wobbles when leaning on it. <p>this is a complaint</p>
R001572,powertrain,en,AdBlue warning appears constantly even after refilling.
R001573,interior,en,"Sunroof refuses to close in cold weather, error on dashboard."
R001574,display_infotainment,de,Hey Mercedes Sprachassistent versteht Befehle nicht.
R001575,interior,en,Cabin filter smells musty even after replacement.
R001576,powertrain,en,AdBlue warning appears constantly even after refilling.  multiple   spaces   here  
R001577,interior,en,Mirror auto-dimming feature does not work at night. !!!!!!
R001578,display_infotainment,da,Bakkamera viser sort skaerm naar jeg saetter i bakgear.
R001579,powertrain,de,"Kuehlmittelverlust unter dem Motor, suesslicher Geruch. Contact me at john.doe@example.com or +49 30 1234567."
R001580,interior,en,Climate control blows cold air on driver side and hot on passenger side.
R001581,display_infotainment,en,"MBUX touchscreen freezes during navigation, requires reboot. VIN: WDB2030461A123456"
R001582,powertrain,de,Dieselpartikelfilter-Regeneration schlaegt wiederholt fehl. Mercedes please help.
R001583,display_infotainment,de,Drahtloses Ladegeraet ueberhitzt und stoppt das Laden. VIN: WDB2030461A123456
R001584,display_infotainment,es,La pantalla MBUX se congela durante la navegacion.
R001585,interior,en,"Ambient lighting flickers randomly at night, very distracting. <p>this is a complaint</p>"
R001586,display_infotainment,en,Backup camera shows black screen when reverse is engaged. Mercedes please help.
R001587,interior,en,"Dome light stays on after locking the car, drains the 12v battery. Please fix this asap."
R001588,interior,en,Steering wheel heater only warms the lower half of the rim. Mercedes please help.
R001589,display_infotainment,es,La pantalla MBUX se congela durante la navegacion. <p>this is a complaint</p>
R001590,powertrain,en,On-board charger refuses to connect with public DC fast chargers. Mercedes please help.
R001591,display_infotainment,en,GPS navigation routes through closed roads repeatedly. Contact me at john.doe@example.com or +49 30 1234567.
R001592,display_infotainment,en,Burmester audio system has static noise on right rear speaker. Mercedes please help.
R001593,interior,en,Mirror auto-dimming feature does not work at night. <p>this is a complaint</p>
R001594,interior,en,Driver seat cushion has worn through after 46 months. VIN: WDB2030461A123456
R001595,display_infotainment,pl,"Ekran MBUX zawiesza sie podczas nawigacji, wymaga restartu. <p>this is a complaint</p>"
R001596,display_infotainment,tr,Apple CarPlay her 15 dakikada bir baglantisi kesiliyor.
R001597,interior,en,Center console armrest is loose and wobbles when leaning on it.
R001598,interior,en,Mirror auto-dimming feature does not work at night. !!!!!!
R001599,interior,en,Center console armrest is loose and wobbles when leaning on it. !!!!!!
R001600,display_infotainment,en,Wireless charger overheats and stops charging the phone. VIN: WDB2030461A123456
R001601,interior,en,"Glove box latch broke, lid will not stay closed. Please fix this asap."
R001602,powertrain,de,Das 9G-Getriebe schaltet im kalten Zustand sehr hart. VIN: WDB2030461A123456
R001603,interior,en,"Dome light stays on after locking the car, drains the 12v battery. !!!!!!"
R001604,powertrain,de,Dieselpartikelfilter-Regeneration schlaegt wiederholt fehl.
R001605,display_infotainment,de,Rueckfahrkamera zeigt schwarzen Bildschirm beim Einlegen des Rueckwaertsgangs.  multiple   spaces   here  
R001606,interior,en,Passenger seat ventilation makes a loud rattling noise on bumpy roads.
R001607,interior,en,The driver seat heater stops working after 44 minutes of driving.
R001608,interior,en,Cabin filter smells musty even after replacement.  multiple   spaces   here  
R001609,interior,en,Power window switch on driver door is unresponsive intermittently. !!!!!!
R001610,interior,en,Driver seat cushion has worn through after 5 months. <p>this is a complaint</p>
R001611,display_infotainment,en,Head-up display flickers in direct sunlight.  multiple   spaces   here  
R001612,interior,en,Cup holder cracked after 54 months of normal use. Contact me at john.doe@example.com or +49 30 1234567.
R001613,interior,en,Driver seat cushion has worn through after 45 months. <p>this is a complaint</p>
R001614,interior,en,"Sunroof refuses to close in cold weather, error on dashboard. <p>this is a complaint</p>"
R001615,interior,en,Steering wheel heater only warms the lower half of the rim.
R001616,interior,en,Cabin filter smells musty even after replacement.  multiple   spaces   here  
R001617,interior,en,Center console armrest is loose and wobbles when leaning on it. !!!!!!
R001618,interior,en,Steering wheel heater only warms the lower half of the rim. Mercedes please help.
R001619,interior,en,Cabin filter smells musty even after replacement. !!!!!!
R001620,interior,en,Climate control blows cold air on driver side and hot on passenger side.
